"Worksheet exported from: C:\Users\MIT MRL SEF\Documents\Agilent\ICP Expert\My Results\jwalker\20260317_ICP.esws"
"Instrument name","MY15470004"
"Software version","7.6.1.12212"
"Firmware version","5590"

""
"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","La 379.082","La","u","-0.13","-0.13","ppm","12.10","0.01","7.89","2.12","17.49","844.06","1","1","1","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","2/17/2026","","","3","-0.13","-0.13","-0.12","11.27","10.52","14.50","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","La 379.477","La","u","-0.10","-0.10","ppm","9.81","0.02","18.55","4.56","46.51","867.38","1","1","1","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","2/17/2026","","","3","-0.10","-0.12","-0.08","10.31","5.02","14.11","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","La 398.852","La","u","-0.08","-0.08","ppm","15.98","0.01","15.75","4.96","31.04","902.50","1","1","1","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","2/17/2026","","","3","-0.06","-0.09","-0.07","20.53","10.69","16.71","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","La 408.671","La","u","-0.16","-0.16","ppm","12.99","0.00","3.01","2.68","20.67","658.86","1","1","1","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","2/17/2026","","","3","-0.16","-0.15","-0.15","10.04","13.64","15.29","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mg 279.800","Mg","","1.51","1.51","ppm","33.72","0.10","6.47","1.64","4.86","16.32","1","1","1","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","2/17/2026","","","3","1.49","1.62","1.42","33.39","35.49","32.27","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mg 285.213","Mg","","Uncal","Uncal","ppm","342.14","-","-","4.84","1.42","3313.69","1","1","1","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","2/17/2026","","","3","Uncal","Uncal","Uncal","340.16","347.66","338.61","Uncal","Uncal","Uncal"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mn 257.610","Mn","","1.04","1.04","ppm","552.43","0.01","1.27","6.84","1.24","1359.50","1","1","1","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","2/17/2026","","","3","1.03","1.05","1.04","546.48","559.90","550.91","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mn 259.372","Mn","","1.06","1.06","ppm","552.61","0.01","1.07","5.57","1.01","1241.86","1","1","1","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","2/17/2026","","","3","1.05","1.07","1.06","546.49","557.39","553.94","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mn 260.568","Mn","","0.69","0.69","ppm","102.82","0.02","2.64","1.67","1.63","950.75","1","1","1","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","2/17/2026","","","3","0.71","0.68","0.68","104.76","101.89","101.83","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mn 293.931","Mn","","0.92","0.92","ppm","200.75","0.03","2.77","4.83","2.41","1103.53","1","1","1","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","2/17/2026","","","3","0.93","0.93","0.89","202.85","204.19","195.23","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Mn 294.921","Mn","","0.36","0.36","ppm","250.42","0.03","9.39","6.33","2.53","1019.24","1","1","1","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","2/17/2026","","","3","0.39","0.33","0.37","256.00","243.54","251.72","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Na 589.592","Na","","0.65","0.65","ppm","7855.32","0.19","29.55","203.29","2.59","48.09","1","1","1","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","2/17/2026","","","3","0.85","0.62","0.47","8070.90","7827.99","7667.08","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Nd 386.341","Nd","u","-0.42","-0.42","ppm","31.33","0.10","22.85","4.88","15.59","941.34","1","1","1","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","2/17/2026","","","3","-0.52","-0.32","-0.43","26.59","36.35","31.06","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Nd 401.224","Nd","","Uncal","Uncal","ppm","55.71","-","-","4.65","8.34","2310.50","1","1","1","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","2/17/2026","","","3","Uncal","Uncal","Uncal","59.55","57.04","50.54","Uncal","Uncal","Uncal"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Nd 406.108","Nd","u","-0.13","-0.13","ppm","17.92","0.07","53.99","5.68","31.70","1002.14","1","1","1","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","2/17/2026","","","3","-0.06","-0.21","-0.13","23.41","12.07","18.28","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Nd 410.945","Nd","u","-0.43","-0.43","ppm","11.95","0.09","21.15","4.82","40.35","928.82","1","1","1","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","2/17/2026","","","3","-0.45","-0.50","-0.33","10.67","7.90","17.29","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Ni 231.604","Ni","","54.04","54.04","ppm","880.50","0.55","1.02","8.83","1.00","1205.80","1","1","1","-","Linear","0.99977","Fitted","2000.00000","11.2162591253129","16.0873016049951","-","","","","2/17/2026","","","3","53.73","53.71","54.67","875.61","875.19","890.69","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Pb 220.353","Pb","u","-0.30","-0.30","ppm","2.25","0.14","48.03","0.76","33.70","28.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","3.82226528277242","5.29314458038638","-","","","","2/17/2026","","","3","-0.14","-0.33","-0.42","3.07","2.09","1.58","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sc 335.372","Sc","u","-0.08","-0.08","ppm","9.27","0.00","3.16","2.01","21.68","950.86","1","1","1","-","Linear","0.99991","Fitted","2000.00000","72.8853318742149","750.712712568496","-","","","","2/17/2026","","","3","-0.09","-0.08","-0.08","7.29","9.21","11.30","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sc 357.634","Sc","u","-0.02","-0.02","ppm","20.70","0.01","32.49","5.60","27.08","832.27","1","1","1","-","Linear","0.99993","Fitted","2000.00000","37.9449936757591","841.202616627046","-","","","","2/17/2026","","","3","-0.01","-0.03","-0.02","25.84","14.73","21.53","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sc 363.074","Sc","u","-0.14","-0.14","ppm","3.76","0.00","2.94","2.05","54.51","683.47","1","1","1","-","Linear","0.99993","Fitted","2000.00000","73.4687946605647","494.396616437467","-","","","","2/17/2026","","","3","-0.14","-0.14","-0.14","2.15","3.06","6.06","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sc 424.682","Sc","u","-0.02","-0.02","ppm","8.73","0.00","6.87","1.92","22.06","616.59","1","1","1","-","Linear","0.99995","Fitted","2000.00000","36.7379179139163","1219.1733116614","-","","","","2/17/2026","","","3","-0.02","-0.02","-0.02","8.32","10.82","7.04","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Si 251.611","Si","","Uncal","Uncal","ppm","9.50","-","-","1.44","15.12","3074.04","1","1","1","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","2/17/2026","","","3","Uncal","Uncal","Uncal","10.23","10.43","7.85","Uncal","Uncal","Uncal"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Si 288.158","Si","","0.07","0.07","ppm","22.57","0.07","94.14","3.70","16.37","13.07","1","1","1","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","2/17/2026","","","3","0.02","0.15","0.05","19.53","26.68","21.51","","",""
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sr 215.283","Sr","u","-1.24","-1.24","ppm","5.77","0.36","29.14","1.95","33.79","1230.73","1","1","1","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","2/17/2026","","","3","-1.41","-0.83","-1.49","4.87","8.01","4.43","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sr 407.771","Sr","u","0.00","0.00","ppm","143.07","0.00","73.24","13.52","9.45","956.27","1","1","1","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","2/17/2026","","","3","0.00","0.00","0.00","139.23","158.10","131.88","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Sr 421.552","Sr","u","-0.02","-0.02","ppm","40.78","0.00","2.74","4.54","11.13","997.99","1","1","1","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","2/17/2026","","","3","-0.02","-0.02","-0.02","35.95","44.95","41.45","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Th 283.730","Th","u","-1.59","-1.59","ppm","9.51","0.06","3.59","1.48","15.55","284.51","1","1","1","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","2/17/2026","","","3","-1.65","-1.53","-1.59","8.06","11.02","9.45","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","V 268.796","V","u","-0.05","-0.05","ppm","4.90","0.03","52.87","1.24","25.27","1204.75","1","1","1","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","2/17/2026","","","3","-0.07","-0.02","-0.07","4.28","6.32","4.09","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","V 292.401","V","u","-0.85","-0.85","ppm","13.83","0.01","1.33","1.22","8.82","965.13","1","1","1","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","2/17/2026","","","3","-0.86","-0.86","-0.84","12.76","13.58","15.16","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","V 309.310","V","u","-0.18","-0.18","ppm","3.92","0.00","1.97","0.48","12.28","751.71","1","1","1","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","2/17/2026","","","3","-0.18","-0.17","-0.18","3.63","4.48","3.65","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","V 311.070","V","u","-0.08","-0.08","ppm","8.29","0.03","34.13","4.82","58.17","733.92","1","1","1","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","2/17/2026","","","3","-0.07","-0.10","-0.05","9.74","2.91","12.23","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","V 311.837","V","u","-0.06","-0.06","ppm","8.19","0.01","15.49","1.73","21.14","946.19","1","1","1","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","2/17/2026","","","3","-0.07","-0.05","-0.06","6.31","9.71","8.54","u","u","u"
"HPHT_070_Day46_20x","S1:26","Sample","3/17/2026 3:33:34 PM","Zn 206.200","Zn","","0.88","0.88","ppm","19.61","0.27","30.33","2.67","13.62","33.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","2/17/2026","","","3","0.98","0.58","1.09","20.57","16.59","21.66","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Al 394.401","Al","","0.30","0.30","ppm","218.36","0.21","72.09","8.16","3.74","109.30","1","1","1","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","2/18/2026","","","3","0.16","0.54","0.18","213.34","227.78","213.96","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Al 396.152","Al","","0.50","0.50","ppm","296.26","0.06","11.58","7.85","2.65","54.68","1","1","1","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","2/18/2026","","","3","0.55","0.51","0.44","303.68","297.08","288.04","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Ba 230.424","Ba","","Uncal","Uncal","ppm","87.50","-","-","0.82","0.94","2182.97","1","1","1","-","Linear","0.99952","Fitted","2000.00000","20.8850603308681","70.2137425009842","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","86.55","88.01","87.95","Uncal","Uncal","Uncal"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Ba 233.527","Ba","","Uncal","Uncal","ppm","120.80","-","-","2.55","2.11","2030.92","1","1","1","-","Linear","0.99955","Fitted","2000.00000","33.7214298459407","101.963242367889","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","122.34","122.20","117.86","Uncal","Uncal","Uncal"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Ca 422.673","Ca","","2.79","2.79","ppm","1040.77","0.07","2.36","17.09","1.64","325.70","1","1","1","-","Linear","0.99906","Fitted","2000.00000","316.677593934274","259.715516659042","-","","","","2/18/2026","","","3","2.72","2.84","2.81","1021.83","1055.02","1045.46","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Co 228.615","Co","u","-0.08","-0.08","ppm","4.84","0.12","153.35","3.15","65.11","723.02","1","1","1","-","Linear","0.99994","Fitted","2000.00000","6.89321332884194","26.0203216129372","-","","","","2/18/2026","","","3","-0.07","0.04","-0.20","5.02","7.89","1.60","u","","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Co 230.786","Co","u","-0.08","-0.08","ppm","3.40","0.09","107.36","2.51","74.03","5.15","1","1","1","-","Linear","0.99998","Fitted","2000.00000","5.73946835547142","28.165304393011","-","","","","2/18/2026","","","3","0.02","-0.12","-0.15","6.24","2.48","1.47","","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Cr 267.716","Cr","","0.78","0.78","ppm","102.41","0.02","2.34","1.68","1.64","1282.75","1","1","1","-","Linear","0.99981","Fitted","2000.00000","30.5666384344329","91.7275430079795","-","","","","2/18/2026","","","3","0.80","0.77","0.78","104.30","101.10","101.82","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Cr 283.563","Cr","","1.01","1.01","ppm","225.09","0.01","0.66","1.40","0.62","1255.80","1","1","1","-","Linear","0.99985","Fitted","2000.00000","12.3122376959177","211.693417703192","-","","","","2/18/2026","","","3","1.01","1.00","1.00","226.61","224.80","223.85","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Cu 224.700","Cu","","Uncal","Uncal","ppm","11.14","-","-","2.55","22.86","1591.40","1","1","1","-","Linear","0.99971","Fitted","2000.00000","8.12357733186202","10.6765575550816","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","13.30","8.33","11.78","Uncal","Uncal","Uncal"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Cu 324.754","Cu","","0.34","0.34","ppm","71.02","0.02","5.86","3.50","4.93","734.73","1","1","1","-","Linear","0.99995","Fitted","2000.00000","11.2006731183329","178.074150124956","-","","","","2/18/2026","","","3","0.32","0.36","0.34","67.56","74.56","70.95","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Cu 327.395","Cu","u","-0.50","-0.50","ppm","90.61","0.03","5.76","5.80","6.40","592.10","1","1","1","-","Linear","0.99989","Fitted","2000.00000","191.282274162999","201.359354426859","-","","","","2/18/2026","","","3","-0.53","-0.48","-0.49","84.20","95.49","92.14","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Fe 234.350","Fe","","17.53","17.53","ppm","656.27","0.42","2.39","14.11","2.15","1418.85","1","1","1","-","Linear","0.99940","Fitted","2000.00000","66.7125124573333","33.6243983043312","-","","","","2/18/2026","","","3","17.08","17.60","17.92","641.18","658.52","669.12","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","La 333.749","La","u","-0.07","-0.07","ppm","12.09","0.03","37.89","4.95","40.95","1063.58","1","1","1","-","Linear","0.99989","Fitted","2000.00000","25.1503287134273","195.095531030046","-","","","","2/18/2026","","","3","-0.10","-0.06","-0.05","6.48","13.91","15.87","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","La 379.082","La","u","-0.13","-0.13","ppm","12.34","0.02","11.90","3.16","25.62","844.06","1","1","1","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","2/18/2026","","","3","-0.14","-0.13","-0.11","9.92","11.18","15.92","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","La 379.477","La","u","-0.10","-0.10","ppm","9.83","0.02","18.80","4.62","47.05","867.38","1","1","1","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","2/18/2026","","","3","-0.08","-0.12","-0.10","14.82","5.70","8.96","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","La 398.852","La","u","-0.08","-0.08","ppm","14.10","0.01","7.56","2.52","17.89","902.50","1","1","1","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","2/18/2026","","","3","-0.08","-0.07","-0.08","12.52","17.01","12.77","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","La 408.671","La","u","-0.16","-0.16","ppm","9.87","0.02","13.45","12.39","> 100.00","658.86","1","1","1","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","2/18/2026","","","3","-0.14","-0.17","-0.18","23.50","6.85","-0.73","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mg 279.800","Mg","","4.38","4.38","ppm","81.84","0.27","6.08","4.46","5.45","16.32","1","1","1","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","2/18/2026","","","3","4.14","4.34","4.67","77.75","81.16","86.60","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mg 285.213","Mg","","Uncal","Uncal","ppm","906.19","-","-","5.19","0.57","3313.69","1","1","1","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","900.20","909.09","909.27","Uncal","Uncal","Uncal"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mn 257.610","Mn","","0.85","0.85","ppm","454.57","0.01","1.18","5.17","1.14","1359.50","1","1","1","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","2/18/2026","","","3","0.84","0.85","0.86","450.89","452.34","460.49","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mn 259.372","Mn","","0.86","0.86","ppm","453.88","0.01","1.28","5.41","1.19","1241.86","1","1","1","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","2/18/2026","","","3","0.85","0.86","0.87","448.84","453.21","459.60","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mn 260.568","Mn","","0.50","0.50","ppm","85.43","0.02","4.03","1.85","2.17","950.75","1","1","1","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","2/18/2026","","","3","0.52","0.50","0.48","87.31","85.39","83.60","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mn 293.931","Mn","","0.73","0.73","ppm","164.59","0.03","3.74","5.18","3.15","1103.53","1","1","1","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","2/18/2026","","","3","0.74","0.74","0.69","167.06","168.07","158.63","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Mn 294.921","Mn","","0.14","0.14","ppm","209.06","0.04","30.99","8.08","3.86","1019.24","1","1","1","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","2/18/2026","","","3","0.09","0.15","0.18","200.02","211.58","215.58","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Na 589.592","Na","u","-0.78","-0.78","ppm","6334.99","0.07","8.53","70.96","1.12","48.09","1","1","1","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","2/18/2026","","","3","-0.71","-0.81","-0.84","6414.97","6310.41","6279.59","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Nd 386.341","Nd","u","-0.51","-0.51","ppm","26.96","0.08","16.62","4.28","15.88","941.34","1","1","1","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","2/18/2026","","","3","-0.52","-0.42","-0.59","26.56","31.42","22.88","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Nd 401.224","Nd","","Uncal","Uncal","ppm","59.71","-","-","2.50","4.19","2310.50","1","1","1","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","62.59","58.08","58.46","Uncal","Uncal","Uncal"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Nd 406.108","Nd","u","0.06","0.06","ppm","33.47","0.06","102.48","5.15","15.39","1002.14","1","1","1","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","2/18/2026","","","3","0.10","-0.01","0.10","36.25","27.52","36.63","","u",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Nd 410.945","Nd","u","-0.48","-0.48","ppm","9.42","0.07","13.85","3.51","37.24","928.82","1","1","1","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","2/18/2026","","","3","-0.43","-0.44","-0.55","11.65","11.24","5.38","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Ni 231.604","Ni","","43.61","43.61","ppm","712.72","0.71","1.62","11.36","1.59","1205.80","1","1","1","-","Linear","0.99977","Fitted","2000.00000","11.2162591253129","16.0873016049951","-","","","","2/18/2026","","","3","42.85","43.72","44.25","700.58","714.51","723.08","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Pb 220.353","Pb","","0.66","0.66","ppm","7.30","0.25","38.60","1.34","18.39","28.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","3.82226528277242","5.29314458038638","-","","","","2/18/2026","","","3","0.50","0.52","0.95","6.49","6.56","8.85","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sc 335.372","Sc","u","-0.09","-0.09","ppm","7.00","0.01","6.57","4.33","61.83","950.86","1","1","1","-","Linear","0.99991","Fitted","2000.00000","72.8853318742149","750.712712568496","-","","","","2/18/2026","","","3","-0.09","-0.09","-0.08","7.15","2.60","11.25","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sc 357.634","Sc","u","-0.03","-0.03","ppm","14.31","0.00","9.01","2.13","14.89","832.27","1","1","1","-","Linear","0.99993","Fitted","2000.00000","37.9449936757591","841.202616627046","-","","","","2/18/2026","","","3","-0.03","-0.03","-0.03","14.95","16.05","11.93","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sc 363.074","Sc","u","-0.13","-0.13","ppm","7.20","0.01","8.58","5.69","79.03","683.47","1","1","1","-","Linear","0.99993","Fitted","2000.00000","73.4687946605647","494.396616437467","-","","","","2/18/2026","","","3","-0.14","-0.14","-0.12","3.04","4.87","13.68","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sc 424.682","Sc","u","-0.02","-0.02","ppm","9.41","0.00","9.43","2.58","27.36","616.59","1","1","1","-","Linear","0.99995","Fitted","2000.00000","36.7379179139163","1219.1733116614","-","","","","2/18/2026","","","3","-0.02","-0.02","-0.02","11.74","9.86","6.64","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Si 251.611","Si","","Uncal","Uncal","ppm","33.76","-","-","1.70","5.03","3074.04","1","1","1","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","31.99","35.38","33.92","Uncal","Uncal","Uncal"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Si 288.158","Si","","2.21","2.21","ppm","135.80","0.03","1.30","1.52","1.12","13.07","1","1","1","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","2/18/2026","","","3","2.17","2.22","2.22","134.05","136.68","136.68","","",""
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sr 215.283","Sr","u","-1.48","-1.48","ppm","4.53","0.41","27.57","2.19","48.32","1230.73","1","1","1","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","2/18/2026","","","3","-1.19","-1.94","-1.30","6.07","2.02","5.48","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sr 407.771","Sr","","0.00","0.00","ppm","200.30","0.00","35.31","13.69","6.83","956.27","1","1","1","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","2/18/2026","","","3","0.00","0.00","0.00","216.10","192.18","192.62","","",""
